time,rate
0,0
31,13.6452
59,53.0357
90.04166667,48.6129
120.0416667,65.6333
151.0416667,62.871
181.0416667,44.4333
212.0416667,33.0968
243.0416667,53.4516
273.0416667,47.0333
304,75.8387
334,53.4333
365,44.3871
396,60.1936
424,42.1786
455.0416667,25.7742
485.0416667,28.2667
516.0416667,40.3226
546.0416667,31.9667
577.0416667,26.3226
608.0416667,33.4839
638.0416667,18.8
669,14.9677
699,18.1667
730,15.4516
761,15.7097
790,18.4828
821.0416667,14.6452
851.0416667,16.9
882.0416667,15.9677
912.0416667,12.8333
943.0416667,15.4194
974.0416667,16.4194
1004.041667,18.0667
1035,14.4194
1065,12
1096,9.3871
1127,8.3871
1155,10.3929
1186.041667,9.87097
1216.041667,10.8333
1247.041667,8.12903
1277.041667,6.8
1308.041667,9.3871
1339.041667,9.67742
1369.041667,5.66667
1400,9.19355
1430,9
1461,10.3548
1492,8.64516
1520,8.82143
1551.041667,4.22581
1581.041667,7.16667
1612.041667,8.09677
1642.041667,3.06667
1673.041667,4.64516
1704.041667,6.06452
1734.041667,8.23333
1765,7.74194
1795,8.16667
1826,8.03226
1857,7.93548
1885,7.89286
1916.041667,7.19355
1946.041667,6.9
1977.041667,8.70968
2007.041667,7.23333
2038.041667,5.41936
2069.041667,7.06452
2099.041667,6.56667
2130,4.87097
2160,7.66667
2191,7.12903
2222,6.32258
2251,6.72414
2282.041667,2.77419
2312.041667,5.43333
2343.041667,4.03226
2373.041667,2.5
2404.041667,4.41936
2435.041667,4.96774
2465.041667,3.46667
2496,3.35484
2526,3.5
2557,2.90323
2588,2.22581
2616,2.42857
2647.041667,2.09677
2677.041667,2.4
2708.041667,2.58064
2738.041667,2.53333
2769.041667,2.51613
2800.041667,2.16129
2830.041667,3.5
2861,2.87097
2891,3.03333
2922,4.58064
2953,5.03226
2981,5.03571
3012.041667,5.41936
3042.041667,5.23333
3073.041667,7
3103.041667,9.16667
3134.041667,8.70968
3165.041667,7.90323
3195.041667,9.36667
3226,6.48387
3256,8.13333
3287,7.77419
3318,6.90323
3346,7.71429
3377.041667,7.09677
3407.041667,5.36667
3438.041667,7.06452
3468.041667,6.8
3499.041667,7.45161
3530.041667,7.03226
3560.041667,6.23333
3591,7.67742
3621,7.6
3652,6.93548
3683,7.54839
3712,8.03448
3743.041667,7.54839
3773.041667,7.93333
3804.041667,7.41936
3834.041667,8.26667
3865.041667,8.41936
3896.041667,8.3871
3926.041667,8.43333
3957,8.77419
3987,9
4018,8.54839
4049,9.67742
4077,8.39286
4108.041667,9.19355
4138.041667,7.73333
4169.041667,8
4199.041667,7.83333
4230.041667,7.93548
4261.041667,7.96774
4291.041667,7.63333
4322,8.77419
4352,6.66667
4383,8.35484
4414,7.87097
4442,7.96429
4473.041667,7.64516
4503.041667,6.33333
4534.041667,5.67742
4564.041667,5.46667
4595.041667,6.03226
4626.041667,5.80645
4656.041667,5.26667
4687,5.29032
4717,5.36667
4748,5.06452
4779,4.77419
4807,5.17857
4838.041667,5.25806
4868.041667,4.76667
4899.041667,4.25806
4929.041667,4.46667
4960.041667,4.70968
4991.041667,4.25806
5021.041667,4.36667
5052,4.29032
5082,3.96667
5113,4.54839
5144,4.19355
5173,4.37931
5204.041667,4.06452
5234.041667,3.76667
5265.041667,3.74194
5295.041667,3.86667
5326.041667,3.80645
5357.041667,3.64516
5387.041667,3.93333
5418,4.16129
5448,3.96667
5479,4
5510,4.19355
5538,4.17857
5569.041667,4.29032
5599.041667,3.86667
5630.041667,4
5660.041667,3.93333
5691.041667,3.29032
5722.041667,3.51613
5752.041667,3.46667
5783,3.6129
5813,3.8
5844,3.77419
5875,3.74194
5903,3.67857
5934.041667,3.77419
5964.041667,3.6
5995.041667,3.35484
6025.041667,3.43333
6056.041667,3.29032
6087.041667,3.25806
6117.041667,3.13333
6148,3.70968
6178,3.46667
6209,3.29032
6240,3.6129
6268,3.67857
6299.041667,3.67742
6329.041667,3.1
6360.041667,2.93548
6390.041667,3.1
6421.041667,3
6452.041667,3.29032
6482.041667,3.23333
6513,3.16129
6543,2.6
6574,3.80645
6605,2.70968
6634,2.58621
6665.041667,2.22581
6695.041667,2.16667
6726.041667,1.93548
6756.041667,2.93333
6787.041667,2.93548
6818.041667,2.6129
6848.041667,0.666667
6879,0.806452
6909,0.866667
6940,2.54839
6971,2.6129
6999,2.53571
7030.041667,2.51613
7060.041667,2.4
7091.041667,1.3871
7121.041667,1.4
7152.041667,1.32258
7183.041667,1.35484
7213.041667,1.36667
7244,1.35484
7274,1.43333
7305,2.54839
7336,2.41936
7364,2.5
7395.041667,2.51613
7425.041667,2.3
7456.041667,2.41936
7486.041667,2.9
7517.041667,2.90323
7548.041667,3.25806
7578.041667,3.26667
7609,3.45161
7639,3.33333
7670,2.22581
7701,2.09677
7729,2.07143
7760.041667,2.12903
7790.041667,2.03333
7821.041667,1.87097
7851.041667,1.56667
7882.041667,2.32258
7913.041667,1.80645
7943.041667,1.66667
7974,1.67742
8004,1.93333
8035,2.16129
8066,2.16129
8095,2.06897
8126.041667,2.03226
8156.041667,2.13333
8187.041667,1.96774
8217.041667,2.43333
8248.041667,2.32258
8279.041667,2.29032
8309.041667,2.26667
8340,2.19355
8370,2.56667
8401,2.83871
8432,2.58064
8460,2.82143
8491.041667,2.54839
8521.041667,2.66667
8552.041667,2.70968
8582.041667,2.16667
8613.041667,2.77419
8644.041667,1.93548
8674.041667,2.43333
8705,3.09677
8735,2.73333
8766,2.83871
8797,3.06452
8825,2.75
8856.041667,3.03226
8886.041667,2.83333
8917.041667,2.77419
8947.041667,2.13333
8978.041667,1.93548
9009.041667,1.80645
9039.041667,1.66667
9070,0
9100,0
9131,0
9162,0
9190,0
9221.041667,1.29032
9251.041667,1.3
9282.041667,0
9312.041667,0
9343.041667,0
9374.041667,0
9404.041667,0
9435,0
9465,0
9496,0
9527,0
9556,0
9587.041667,1.80645
9617.041667,2.3
9648.041667,2.03226
9678.041667,1.5
9709.041667,1.67742
9740.041667,1.74194
9770.041667,2.03333
9801,2.51613
9831,4.2
9862,4.35484
9893,4.25806
9921,3.67857
9952.041667,3.41936
9982.041667,3.9
10013.04167,3.48387
10043.04167,3.43333
10074.04167,3.09677
10105.04167,3.35484
10135.04167,3.03333
10166,3.22581
10196,3.36667
10227,1.74194
10258,1.54839
10286,1.64286
10317.04167,1.77419
10347.04167,1.63333
10378.04167,1.70968
10408.04167,1.8
10439.04167,0.870968
10470.04167,0.870968
10500.04167,0.9
10531,0.967742
10561,0.933333
10592,0.935484
10623,0.870968
10651,0.785714
10682.04167,0.83871
10712.04167,0.8
10743.04167,0.83871
10773.04167,0.833333
10804.04167,0.83871
10835.04167,1.03226
10865.04167,0.766667
10896,0.967742
10926,1
10957,2.64516
10988,2.6129
11017,2.82759
11048.04167,2.29032
11078.04167,2.53333
11109.04167,2.51613
11139.04167,1.33333
11170.04167,1.41936
11201.04167,1.41936
11231.04167,1.6
11262,1.54839
11292,1.83333
11323,1.93548
11354,1.93548
11382,2.21429
11413.04167,2.03226
11443.04167,2.03333
11474.04167,2.03226
11504.04167,1.73333
11535.04167,1.67742
11566.04167,1.70968
11596.04167,1.66667
11627,2.16129
11657,1.96667
11688,27.1935
11719,33.7419
11747,32.4286
11778.04167,27.0645
11808.04167,29.1333
11839.04167,48.2581
11869.04167,64.6333
11900.04167,38.8387
11931.04167,51.2581
11961.04167,125.8
11992,92.9677
12022,73.4
12053,64.4516
12084,51.9355
12112,49.5357
12143.04167,44.4516
12173.04167,40.3
12204.04167,37.6774
12234.04167,36.7
12265.04167,42.9677
12296.04167,51.7419
12326.04167,46.7667
12357,44.8065
12387,37.8667
12418,38.3226
12449,28.9032
12478,34.1379
12509.04167,40.4516
12539.04167,42.8667
12570.04167,44.4516
12600.04167,45.4333
12631.04167,52.1936
12662.04167,53.2258
12692.04167,35.7667
12723,52
12753,44
12784,43.6452
12815,35.7097
12843,43.7857
12874.04167,44.129
12904.04167,38.0667
12935.04167,41.4194
12965.04167,40.3333
12996.04167,35.1935
13027.04167,32.0323
13057.04167,40.5
13088,33.2258
13118,30.0333
13149,33.9355
13180,33.871
13208,32.9286
13239.04167,32.2903
13269.04167,25.7333
13300.04167,21.1935
13330.04167,17.6333
13361.04167,17
13392.04167,27.5484
13422.04167,21.2667
13453,20.8387
13483,21.7667
13514,24.0968
13545,25.6129
13573,24.6429
13604.04167,27.1935
13634.04167,26.9667
13665.04167,25.5484
13695.04167,23.2667
13726.04167,23.2903
13757.04167,23.4194
13787.04167,19.7333
13818,20.9355
13848,21.9
13879,22.2581
13910,22.2903
13939,23.6897
13970.04167,20.8387
14000.04167,21.7667
14031.04167,21.3871
14061.04167,19.6667
14092.04167,18.2903
14123.04167,11.6129
14153.04167,16.2333
14184,14.5484
14214,16.7
14245,18.1935
14276,17.1935
14304,17.1071
14335.04167,17.9677
14365.04167,16.8
14396.04167,12.7419
14426.04167,12.6667
14457.04167,31
14488.04167,29.1613
14518.04167,34.5333
14549,32.0323
14579,21.7333
14610,28.9032
14641,23.0968
14669,24.4643
14700.04167,16.7419
14730.04167,7.83333
14761.04167,5
14791.04167,28.4
14822.04167,24.9677
14853.04167,21.9032
14883.04167,16.6333
14914,121.968
14944,1450.57
14975,1831.77
15006,1148.35
15034,1880.32
15065.04167,1579.74
15095.04167,1059.27
15126.04167,1097.45
15156.04167,879.4
15187.04167,795.839
15218.04167,726.936
15248.04167,656.1
15279,576.839
15309,577.233
15340,449.968
15371,529.355
15400,604.552
15431.04167,543.516
15461.04167,507.6
15492.04167,516.903
15522.04167,461.8
15553.04167,263.29
15584.04167,467.677
15614.04167,433.8
15645,340.452
15675,338.4
15706,238.645
15737,390.935
15765,386.464
15796.04167,405.387
15826.04167,338
15857.04167,335.645
15887.04167,304.533
15918.04167,401.387
15949.04167,353.355
15979.04167,282.433
16010,257.097
16040,312.7
16071,344.419
