time,rate
0,0
30.95833333,201.903
60.95833333,522.767
91.95833333,505.226
122.9583333,511.194
150.9583333,517.5
182,510.161
212,525
243,507.645
273,491.8
304,513.548
335,520.032
365,515.333
395.9583333,504.71
425.9583333,509.533
456.9583333,494.71
487.9583333,492
516.9583333,412.103
548,408.871
578,355.033
609,353.774
639,370.967
670,385
701,402.871
731,351.267
761.9583333,376.484
791.9583333,408.4
822.9583333,412.613
853.9583333,401.258
881.9583333,410.679
913,414.645
943,411
974,418.516
1004,406.8
1035,488.065
1066,532.032
1096,550.3
1126.958333,566.774
1156.958333,617.533
1187.958333,640.806
1218.958333,629.194
1246.958333,640.5
1278,638.032
1308,654.4
1339,683.839
1369,692.767
1400,666.677
1431,742.516
1461,714.167
1491.958333,769.742
1521.958333,774.567
1552.958333,781.419
1583.958333,773.613
1611.958333,796.393
1643,785.516
1673,793.7
1704,814.484
1734,814
1765,812.774
1796,812.645
1826,842.667
1856.958333,820.258
1886.958333,851.633
1917.958333,847.645
1948.958333,846.774
1977.958333,872.069
2009,833.129
2039,838.9
2070,828.645
2100,848.067
2131,855.258
2162,880.516
2192,896.533
2222.958333,874.032
2252.958333,922.4
2283.958333,930.387
2314.958333,984.871
2342.958333,989.179
2374,985.129
2404,990.767
2435,1003.03
2465,992.067
2496,979.452
2527,1010.87
2557,1007.23
2587.958333,982.065
2617.958333,999.2
2648.958333,993.742
2679.958333,968.258
2707.958333,976.643
2739,987.355
2769,998.633
2800,967.516
2830,978.033
2861,976.71
2892,993.065
2922,940.567
2952.958333,967.645
2982.958333,986.067
3013.958333,972.613
3044.958333,960.968
3072.958333,975
3104,983.645
3134,984.533
3165,1062.29
3195,1019.7
3226,1006.1
3257,1090.74
3287,1205.07
3317.958333,1146.16
3347.958333,1130.4
3378.958333,1136.52
3409.958333,1161.32
3438.958333,1105.07
3470,1099.74
3500,1104.7
3531,1145.77
3561,1128.13
3592,1207.03
3623,1183.87
3653,1231.57
3683.958333,1203.1
3713.958333,1186.2
3744.958333,1219.68
3775.958333,1179.32
3803.958333,1165.11
3835,1131.19
3865,1165.83
3896,1171.94
3926,1126.37
3957,1170.84
3988,1145.35
4018,1138.97
4048.958333,1162.68
4078.958333,1146.3
4109.958333,1139.94
4140.958333,1144.9
4168.958333,1107.82
4200,1148.35
4230,1156.83
4261,1120.81
4291,1117.17
4322,1115.48
4353,1099.35
4383,1068.7
4413.958333,1080.26
4443.958333,1072.37
4474.958333,1062.29
4505.958333,1047.87
4533.958333,1002.39
4565,1044.87
4595,1024.13
4626,1000.48
4656,1010.27
4687,987.548
4718,960.419
4748,972
4778.958333,943.742
4808.958333,951.067
4839.958333,961.903
4870.958333,938.936
4899.958333,949.966
4931,928.387
4961,921.9
4992,914.742
5022,891.5
5053,893.258
5084,901.806
5114,892.933
5144.958333,891.871
5174.958333,871.933
5205.958333,876.484
5236.958333,894.871
5264.958333,875.429
5296,854.452
5326,837.767
5357,849.258
5387,848.367
5418,849.968
5449,833.613
5479,783.067
5509.958333,813
5539.958333,829.633
5570.958333,810.065
5601.958333,803.871
5629.958333,808.036
5661,817.71
5691,808.767
5722,821.032
5752,799.567
5783,814.032
5814,822.355
5844,801.533
5874.958333,800.581
5904.958333,815.3
5935.958333,759.355
5966.958333,809.516
5994.958333,801.607
6026,786.194
6056,760.433
6087,781.452
6117,797.6
6148,768.226
6179,763.129
6209,764.967
6239.958333,765.419
6269.958333,761.267
6300.958333,747.613
6331.958333,727
6360.958333,739.828
6392,748.581
6422,737.433
6453,732.065
6483,710.4
6514,717.355
6545,712.194
6575,690.3
6605.958333,704.226
6635.958333,710.467
6666.958333,681.161
6697.958333,679.129
6725.958333,674.821
6757,689.323
6787,672.1
6818,651.323
6848,649.333
6879,629.742
6910,663.742
6940,656.133
6970.958333,645
7000.958333,648.7
7031.958333,632.839
7062.958333,620.677
7090.958333,618.643
7122,646.903
7152,624.833
7183,630.581
7213,618.667
7244,632.839
7275,612.355
7305,625.9
7335.958333,608.936
7365.958333,589.433
7396.958333,573.419
7427.958333,619.161
7455.958333,594.786
7487,603.161
7517,617.067
7548,588.839
7578,581.667
7609,595.903
7640,587.387
7670,600.133
7700.958333,612.871
7730.958333,589.367
7761.958333,593.71
7792.958333,578.677
7821.958333,607.828
7853,597.806
7883,594.033
7914,572.871
7944,561.667
7975,590.129
8006,575.097
8036,565.533
8066.958333,575.129
8096.958333,581.1
8127.958333,567.129
8158.958333,530.097
8186.958333,526.036
8218,534.71
8248,562.367
8279,550.871
8309,541.933
8340,541.29
8371,535.29
8401,548.567
8431.958333,558.742
8461.958333,525.233
8492.958333,548.742
8523.958333,545
8551.958333,511.893
8583,497.258
8613,517.667
8644,540.516
8674,548
8705,532.387
8736,533.129
8766,541.6
8796.958333,524.387
8826.958333,524.967
8857.958333,543.355
8888.958333,514.032
8916.958333,508.857
8948,539.226
8978,525.933
9009,533.226
9039,575.267
9070,619.581
9101,609
9131,579.967
9161.958333,596.774
9191.958333,594.433
9222.958333,564.129
9253.958333,518.032
9282.958333,561.069
9314,531.806
9344,530.433
9375,552.032
9405,636.9
9436,647.258
9467,640.419
9497,614.667
9527.958333,611.065
9557.958333,583.167
9588.958333,608.936
9619.958333,583
9647.958333,596.679
9679,623.774
9709,587.4
9740,541.645
9770,534.267
9801,505.258
9832,540.774
9862,522.2
9892.958333,506.032
9922.958333,544.467
9953.958333,521
9984.958333,564.774
10012.95833,542.143
10044,573.129
10074,539.067
10105,525.129
10135,555.833
10166,530.871
10197,529.645
10227,504.3
10257.95833,522.839
10287.95833,526.033
10318.95833,501.097
10349.95833,492.935
10377.95833,506.321
10409,525.097
10439,510.7
10470,492.935
10500,486.467
10531,472.452
10562,474.903
10592,484.4
10622.95833,492.161
10652.95833,482.667
10683.95833,484.903
10714.95833,465.548
10743.95833,473.034
10775,466.806
10805,348.433
10836,479.484
10866,480.633
10897,472
10928,473.194
10958,478.4
10988.95833,526.097
11018.95833,492.633
11049.95833,513.613
11080.95833,500.065
11108.95833,545.607
11140,584
11170,616.3
11201,622.29
11231,667.467
11262,644.161
11293,602.936
11323,596.4
11353.95833,690.516
11383.95833,810.267
11414.95833,947.097
11445.95833,1058
11473.95833,1042.86
11505,1035.94
11535,994.533
11566,937.581
11596,897.933
11627,981.71
11658,1005.45
11688,952.933
11718.95833,927.613
11748.95833,898.033
11779.95833,901.613
11810.95833,874.129
11838.95833,848.071
11870,836.839
11900,805.633
11931,813.419
11961,810.433
11992,781.29
12023,769.484
12053,772.2
12083.95833,765.194
12113.95833,749.533
12144.95833,741.677
12175.95833,739.839
12204.95833,729.276
12236,717.29
12266,709.633
12297,696.903
12327,683.767
12358,670.258
12389,714.194
12419,732.233
12449.95833,690.323
12479.95833,692.3
12510.95833,729.032
12541.95833,701.032
12569.95833,719.679
12601,717.903
12631,723.2
12662,724.097
12692,711.133
12723,709
12754,859.129
12784,951.867
12814.95833,1069.39
12844.95833,1004.6
12875.95833,958
12906.95833,938.452
12934.95833,1000.25
12966,1144.55
12996,1220.13
13027,1236.77
13057,1202.53
13088,1178.23
13119,1116.42
13149,1113.23
13179.95833,1223.32
13209.95833,1278.7
13240.95833,1306.39
13271.95833,1308.13
13299.95833,1366.18
13331,1562.03
13361,1683.93
13392,1796.1
13422,1670.87
13453,1646.87
13484,1557.39
13514,1492.13
13544.95833,1488.97
13574.95833,1401.23
13605.95833,1284.42
13636.95833,1306.45
13665.95833,1278.76
13697,1220.42
13727,1253.53
13758,1296.1
13788,1321.7
13819,1309.84
13850,1404.39
13880,1403.23
13910.95833,1317.65
13940.95833,1284.8
13971.95833,1362.71
14002.95833,1311.61
14030.95833,1386.46
14062,1336.1
14092,1311.83
14123,1263.45
14153,1335.47
14184,1307
14215,1264.19
14245,1275.37
14275.95833,1240.77
14305.95833,1242.47
14336.95833,1211.65
14367.95833,1206.32
14395.95833,1158.57
14427,1197.74
14457,1154.5
14488,1106.58
14518,1119.6
14549,1117.71
14580,1063.1
14610,1083.5
14640.95833,1065.52
14670.95833,1067.07
14701.95833,1070.39
14732.95833,1063.52
14760.95833,1047.71
14792,1049.52
14822,1060.93
14853,1071.81
14883,1046.73
14914,1053.42
14945,1046.55
14975,1061.77
15005.95833,1042.71
15035.95833,1050.4
15066.95833,1025.65
15097.95833,1018.03
15126.95833,1024.17
15158,1031.03
15188,1048.33
15219,1072.03
15249,1057.7
15280,1075.9
15311,1108.94
15341,1092.53
15371.95833,1056.29
15401.95833,1053.83
15432.95833,1049.9
15463.95833,1030.9
15491.95833,1026.5
15523,1008.06
15553,994.433
15584,974.806
15614,979.6
15645,996.677
15676,984.903
15706,977.3
15736.95833,955.806
15766.95833,982.267
15797.95833,967.323
15828.95833,956.839
15856.95833,965.679
15888,947.645
15918,944.533
15949,940.355
15979,929.533
16010,909.806
16041,927.387
16071,914.367
16101.95833,901.484
16131.95833,898.767
16162.95833,895.548
16193.95833,900.806
16221.95833,885.464
16253,893.548
16283,892.233
16314,896.839
16344,878.2
16375,873.806
16406,930.903
16436,922.867
16466.95833,915.774
16496.95833,887.433
16527.95833,900.806
16558.95833,907.065
16587.95833,924.035
16619,899.774
16649,906.567
16680,907.258
16710,982.033
16741,1004.32
16772,970.548
16802,1008.5
16832.95833,992.29
16862.95833,824.633
16893.95833,903.936
16924.95833,925.161
16952.95833,934.643
16984,929.065
17014,912.1
17045,909.806
17075,889
17106,895.194
17137,878.258
17167,866.333
17197.95833,852.903
17227.95833,855.6
17258.95833,844.871
17289.95833,824.452
17317.95833,854.179
17349,843.097
17379,830.333
17410,822.548
17440,798.267
17471,797.032
17502,774.613
17532,811.8
17562.95833,939.71
17592.95833,959.067
17623.95833,873.71
17654.95833,830.613
17682.95833,810.643
17714,791.097
17744,791.1
17775,777.065
17805,737.3
17836,840
17867,936.516
17897,880.3
17927.95833,869.581
17957.95833,980.233
17988.95833,906.129
18019.95833,958.71
18048.95833,1120.79
18080,1099.87
18110,1044.57
18141,1021.45
18171,1028.17
18202,1014.1
18233,964.484
18263,962
18293.95833,961.903
18323.95833,954.967
18354.95833,873.161
18385.95833,911.161
18413.95833,903.429
18445,901.194
18475,850.633
18506,879.097
18536,886.4
18567,893.226
18598,880.29
18628,867.933
18658.95833,871.645
18688.95833,864.9
18719.95833,840.613
