time,rate
0,0
31,922.452
61,930.333
92,893.452
123,869.71
153,877.533
183.9583333,922.161
213.9583333,978.733
244.9583333,1010.9
275.9583333,1052.1
304.9583333,990.345
336,923.419
366,1075.43
397,1045.61
427,1769.6
458,1789.65
489,1770.39
519,1671.57
549.9583333,1710.48
579.9583333,1785.6
610.9583333,1818.23
641.9583333,1731.45
669.9583333,1727.64
701,1682.23
731,1666.67
762,1633.68
792,1565.73
823,1596.32
854,1550.55
884,1572.6
914.9583333,1631.39
944.9583333,1559.9
975.9583333,1610.65
1006.958333,1620.61
1034.958333,1619.71
1066,1527.03
1096,1511.47
1127,1473.39
1157,1518.43
1188,1442.26
1219,1407.23
1249,1408.4
1279.958333,1366.9
1309.958333,1376.33
1340.958333,1352.13
1371.958333,1362.68
1399.958333,1341.36
1431,1274.29
1461,1352.37
1492,1185.19
1522,1225.9
1553,1204.39
1584,1262.26
1614,1243.17
1644.958333,1287.81
1674.958333,1263.23
1705.958333,1258.94
1736.958333,1200.97
1765.958333,1206.1
1797,1196.45
1827,1135.6
1858,1154.26
1888,1082.63
1919,1163.61
1950,1179.97
1980,1183.27
2010.958333,1105.03
2040.958333,1270.43
2071.958333,1159.48
2102.958333,1151.45
2130.958333,1175.86
2162,1242.84
2192,1146.57
2223,1073.84
2253,1108.4
2284,1136.55
2315,1118.74
2345,1111.33
2375.958333,1143.45
2405.958333,1156.73
2436.958333,991.871
2467.958333,1147.48
2495.958333,1098.75
2527,1121.77
2557,1136.33
2588,1060.39
2618,1221.27
2649,1092.61
2680,994.032
2710,984
2740.958333,876.323
2770.958333,840.833
2801.958333,838.065
2832.958333,852.806
2860.958333,862.393
2892,952.355
2922,924.333
2953,1080.06
2983,1026.43
3014,1012
3045,1021.03
3075,1037.17
3105.958333,1016.06
3135.958333,953.7
3166.958333,975.065
3197.958333,944.581
3226.958333,975.138
3258,1037.39
3288,1031.23
3319,1066.77
3349,1066.67
3380,1070.32
3411,987.387
3441,1093.9
3471.958333,1096.06
3501.958333,1045.5
3532.958333,1048.55
3563.958333,1048.32
3591.958333,1090.18
3623,1045.42
3653,1026.73
3684,1047.52
3714,1073.47
3745,1086.81
3776,1085.29
3806,1109.2
3836.958333,1116.45
3866.958333,1120.33
3897.958333,1101.77
3928.958333,1067.42
3956.958333,1123.11
3988,1103.97
4018,1092.43
4049,1076.42
4079,1068.67
4110,1041.29
4141,1009.9
4171,1020.7
4201.958333,1077.03
4231.958333,1267.9
4262.958333,1054.1
4293.958333,1006.39
4321.958333,948.679
4353,1064.65
4383,1049.97
4414,996.097
4444,944.433
4475,905.774
4506,1003.65
4536,1034.67
4566.958333,1000.06
4596.958333,958.833
4627.958333,1056.42
4658.958333,1057.42
4687.958333,1079.31
4719,835.581
4749,1072
4780,1056.32
4810,1065.87
4841,1090.55
4872,1128.03
4902,1128.47
4932.958333,1218
4962.958333,1241.97
4993.958333,1235.55
5024.958333,1212.55
5052.958333,1201.07
5084,1217.23
5114,1164.73
5145,1155.16
5175,1110.47
5206,1125.35
5237,1096.48
5267,1108.1
5297.958333,1117.13
5327.958333,1091.57
5358.958333,1083.55
5389.958333,1054.19
5417.958333,1054.82
5449,1072.39
5479,1087
5510,1093.87
5540,1121.07
5571,1005.52
5602,1041.87
5632,1073.27
5662.958333,1021.55
5692.958333,1143.2
5723.958333,1012.9
5754.958333,1002.26
5782.958333,1096.64
5814,1137.29
5844,1107.17
5875,1037
5905,1071.17
5936,1012
5967,1036.61
5997,1049.6
6027.958333,1050.19
6057.958333,1123.33
6088.958333,979.871
6119.958333,988.516
6148.958333,1031.07
6180,1102.35
6210,1088.33
6241,1049.35
6271,1007.4
6302,1003.84
6333,930.839
6363,938.867
6393.958333,936.581
6423.958333,986.567
6454.958333,1006.03
6485.958333,1044.61
6513.958333,952.214
6545,1182.26
6575,1481.7
6606,1686.65
6636,1847.57
6667,2270.77
6698,2504.06
6728,2813.03
6758.958333,3149.58
6788.958333,3291.1
6819.958333,3745.68
6850.958333,4029.9
6878.958333,4574.14
6910,3933.77
6940,3769.47
6971,3423.94
7001,3040.4
7032,2992.45
7063,2888.74
7093,2691.53
7123.958333,2678.13
7153.958333,2687.87
7184.958333,2588.74
7215.958333,2401.55
7243.958333,2422.89
7275,2441.55
7305,2294.9
7336,2226.26
7366,2176.47
7397,2315
7428,2248.23
7458,2221.33
7488.958333,2244.1
7518.958333,2627.23
7549.958333,2631.06
7580.958333,2949.48
7609.958333,3048.52
7641,3071.84
7671,3123.4
7702,3085.52
7732,2899.6
7763,2858.74
7794,2713.48
7824,2731.9
7854.958333,2582.42
7884.958333,2683.13
7915.958333,2655.81
7946.958333,2519.06
7974.958333,2417.46
8006,2439.94
8036,2314.77
8067,2404.61
8097,2245.7
8128,2273.9
8159,2283.87
8189,2203.67
8219.958333,2188.68
8249.958333,2172.9
8280.958333,2149.87
8311.958333,2175.97
8339.958333,2160.25
8371,2063.29
8401,2045.63
8432,2005.55
8462,1980.17
8493,2001.42
8524,1954.16
8554,1966.73
8584.958333,1950.16
8614.958333,1912.1
8645.958333,1905.19
8676.958333,1894.19
8704.958333,1928.46
8736,1921.65
8766,1842.17
8797,1800.23
8827,1794.1
8858,1786.03
8889,1709.94
8919,1673.13
8949.958333,1716.32
8979.958333,1807.07
9010.958333,1737.45
9041.958333,1720.03
9070.958333,1772.69
9102,1816.94
9132,1823.13
9163,1772.55
9193,1703
9224,1647.42
9255,1691.74
9285,1649.4
9315.958333,1665.29
9345.958333,1635.13
9376.958333,1617.19
9407.958333,1561.29
9435.958333,1504.36
9467,1522.65
9497,1531.1
9528,1476.9
9558,1452.57
9589,1444
9620,1386.35
9650,1426.7
9680.958333,1409.06
9710.958333,1292.03
9741.958333,1371.16
9772.958333,1295.26
9800.958333,1226.25
9832,1242.71
9862,1182.87
9893,1261.39
9923,1239.2
9954,1257.87
9985,1263.84
10015,1164.17
10045.95833,1261.32
10075.95833,1249.33
10106.95833,1206.35
10137.95833,1197.81
10165.95833,1134.21
10197,1052.19
10227,1072.73
10258,1111.61
10288,1201.9
10319,1094.23
10350,1079.06
10380,977.067
10410.95833,1134.13
10440.95833,1114.07
10471.95833,1068.77
10502.95833,1103.1
10531.95833,1075
10563,1176.19
10593,1224.8
10624,1249.35
10654,1221.1
10685,1265.9
10716,1229.06
10746,1315.67
10776.95833,1254.19
10806.95833,1200.73
10837.95833,1169.55
10868.95833,1241.52
10896.95833,1266.82
10928,1236.77
10958,1216.43
10989,1233.26
11019,1196
11050,1381.9
11081,1788.61
11111,2028.2
11141.95833,2142.61
11171.95833,2126.07
11202.95833,2225.52
11233.95833,2409.16
11261.95833,2410.21
11293,2177.19
11323,2120.43
11354,2052.74
11384,1996.03
11415,2165.39
11446,2127.94
11476,2037.7
11506.95833,1960.61
11536.95833,1878.1
11567.95833,1876.9
11598.95833,1859.42
11626.95833,1801.18
11658,1749.97
11688,1681.6
11719,1684.19
11749,1611.97
11780,1589.9
11811,1517.19
11841,1520.4
11871.95833,1509.45
11901.95833,1477.73
11932.95833,1482.1
11963.95833,1479.52
11992.95833,1443.83
12024,1402.19
12054,1366.7
12085,1356.06
12115,1355.1
12146,1344.26
12177,1396.35
12207,1373.5
12237.95833,1374.26
12267.95833,1351.07
12298.95833,1281.39
12329.95833,1431.48
12357.95833,1486.61
12389,1563.35
12419,1511.4
12450,1446.13
12480,1387.17
12511,1328.26
12542,1325.16
12572,1348.13
12602.95833,1356.55
12632.95833,1301
12663.95833,1329.77
12694.95833,1312.23
12722.95833,1259.54
12754,1306.87
12784,1236.23
12815,1189.74
12845,1158.83
12876,1194.16
12907,1187.1
12937,1184.77
12967.95833,1175.74
12997.95833,1259.37
13028.95833,1342.71
13059.95833,1364.06
13087.95833,1379.25
13119,1299.61
13149,1338.43
13180,1481.06
13210,1586.77
13241,1716.9
13272,1803.45
13302,1807.97
13332.95833,1692
13362.95833,1659.37
13393.95833,1650.16
13424.95833,1592.13
13453.95833,1553.17
13485,1542.61
13515,1753.6
13546,1882.68
13576,1844.03
13607,1841.61
13638,1867.97
13668,1919.87
13698.95833,1907.77
13728.95833,1900.2
13759.95833,1880.23
13790.95833,1809.19
13818.95833,1774.25
13850,1699.87
13880,1733.43
13911,1689
13941,1599.8
13972,1546.32
14003,1542.16
14033,1566.03
14063.95833,1572.94
14093.95833,1567.7
14124.95833,1543.03
14155.95833,1513.23
14183.95833,1558.68
14215,1579.03
14245,1587.9
14276,1349.06
14306,1408.27
14337,1485.68
14368,1429.9
14398,1404.07
14428.95833,1401.9
14458.95833,1429.4
14489.95833,1483.68
14520.95833,1464.32
14548.95833,1390.46
14580,1385.39
14610,1314.63
14641,1267.26
14671,1265.3
14702,1332.65
14733,1345.03
14763,1347.27
14793.95833,1352.68
14823.95833,1409.93
14854.95833,1532.26
14885.95833,1354.42
14914.95833,1411.31
14946,1347.45
14976,1308.8
15007,1449.77
15037,1519.93
15068,1447.84
15099,1492.29
15129,1566.03
15159.95833,1690.9
15189.95833,1650.67
15220.95833,1545.32
15251.95833,1548.35
15279.95833,1517.04
15311,1451.68
15341,1386.67
15372,1304.35
15402,1289.87
15433,1279.26
15464,1265.06
15494,1347.93
15524.95833,1392.32
15554.95833,1422.53
15585.95833,1399.94
15616.95833,1347.48
15644.95833,1291.54
15676,1269.26
15706,1381.07
15737,1317.1
15767,1275.03
15798,1305.45
15829,1232.84
15859,1269.47
15889.95833,1398.35
15919.95833,1368.3
15950.95833,1410.29
15981.95833,1465.71
16009.95833,1384.29
16041,1371.19
16071,1381.5
16102,1470.42
16132,1320.03
16163,1311.84
16194,1311.61
16224,1261
16254.95833,1326.97
16284.95833,1291.8
16315.95833,1277.84
16346.95833,1295.68
16375.95833,1265.24
16407,1330.58
16437,1490.97
16468,1467.97
16498,1476.8
16529,1409.26
16560,1313.58
16590,1471.4
16620.95833,1692.71
16650.95833,1633
16681.95833,1488
16712.95833,1435.16
16740.95833,1292.82
16772,1397.84
16802,1301.2
16833,1328.03
16863,1426.87
16894,1811.03
16925,1601.84
16955,1503.53
16985.95833,1464.06
17015.95833,1339.83
17046.95833,1384.45
17077.95833,1400.65
17105.95833,1387.54
17137,1338.52
17167,1271.07
17198,1195.23
17228,1125.2
17259,1251.16
17290,1728.71
17320,1877.43
17350.95833,1780.65
17380.95833,1628.43
17411.95833,1353.77
17442.95833,852.258
17470.95833,1329.64
17502,1228.55
17532,1359.83
17563,1284.1
17593,1156
17624,1174.81
17655,1076.06
17685,1105.23
17715.95833,1060.16
17745.95833,986.6
17776.95833,890.065
17807.95833,978.065
17836.95833,1012.38
17868,1084.13
17898,1148.13
17929,1052.87
17959,1001.53
17990,918.484
18021,937.419
18051,892.7
18081.95833,942.806
18111.95833,888.633
18142.95833,873
18173.95833,872.419
18201.95833,894.143
18233,865.968
18263,859.167
18294,818.516
18324,846.267
18355,826.774
18386,840.548
18416,806.333
18446.95833,747.161
18476.95833,804.867
18507.95833,748.097
