time,rate
0,0
30.95833333,6.64516
60.95833333,61.3
91.95833333,128.548
122.9583333,157.645
151.9583333,108.586
183,100.548
213,74.2333
244,70
274,71.3
305,71.9355
336,58.5161
366,57.8333
396.9583333,49.6129
426.9583333,44.8
457.9583333,47.6452
488.9583333,53.8387
516.9583333,47.5357
548,42.4516
578,41
609,38.7742
639,36.5667
670,32.8387
701,38.4516
731,33.7
761.9583333,33.3226
791.9583333,32.9
822.9583333,32.7097
853.9583333,30.3548
881.9583333,31.4286
913,36.8387
943,37.8
974,38.129
1004,37.6333
1035,38.4516
1066,38.6129
1096,36.7667
1126.958333,39.3871
1156.958333,31.9333
1187.958333,36.2903
1218.958333,34.4839
1246.958333,34.8929
1278,34.6774
1308,33.6667
1339,32.6452
1369,32.4
1400,32.1613
1431,30.4194
1461,24.9333
1491.958333,19.2903
1521.958333,21.3333
1552.958333,20.5806
1583.958333,19.9032
1612.958333,18.931
1644,19.3871
1674,19.8
1705,19.5161
1735,19.5
1766,20
1797,19.871
1827,18.4333
1857.958333,20.4839
1887.958333,21.4
1918.958333,21.8387
1949.958333,22.0323
1977.958333,22.8929
2009,22.2258
2039,23.4333
2070,24.0645
2100,24.5667
2131,23.4516
2162,25.9032
2192,25.1667
2222.958333,25.129
2252.958333,25.4333
2283.958333,26.2903
2314.958333,26.8065
2342.958333,27.9286
2374,28.7419
2404,29.1667
2435,29.2903
2465,29.2667
2496,29.4194
2527,29.3548
2557,28.2333
2587.958333,28.9677
2617.958333,30.1
2648.958333,27.3548
2679.958333,29.5806
2707.958333,30.1786
2739,27.5806
2769,26.0333
2800,29.8387
2830,31.2667
2861,29.0645
2892,29.8387
2922,29.0333
2952.958333,28.7419
2982.958333,29.0333
3013.958333,30.6452
3044.958333,28.6774
3073.958333,29.2069
3105,29.0645
3135,28.7
3166,28.4516
3196,27.1
3227,26.2258
3258,25.6129
3288,25.6333
3318.958333,24.9355
3348.958333,23.9667
3379.958333,24.7097
3410.958333,22.2581
3438.958333,23.1429
3470,23.2258
3500,23.0667
3531,22.5484
3561,87.8667
3592,71.8065
3623,71.7419
3653,80.5
3683.958333,96.2903
3713.958333,114.567
3744.958333,163.032
3775.958333,150.29
3803.958333,153.071
3835,130.71
3865,112.067
3896,67.6774
3926,58.1333
3957,57.3548
3988,47.5484
4018,56.3667
4048.958333,43.4839
4078.958333,49.2333
4109.958333,41.0968
4140.958333,38.2258
4168.958333,42.9286
4200,40.9677
4230,40.7667
4261,34.6452
4291,36.2333
4322,36.1936
4353,34.0323
4383,31.7333
4413.958333,26.4516
4443.958333,29.5
4474.958333,28.3871
4505.958333,23.1613
4534.958333,27.8276
4566,37.8065
4596,32.2
4627,32.5484
4657,31.6667
4688,30.6774
4719,27.0323
4749,31.9
4779.958333,30.2903
4809.958333,21.6667
4840.958333,25.8065
4871.958333,24.0968
4899.958333,29.2143
4931,27.9032
4961,27.7
4992,27.1935
5022,24.8
5053,28.3871
5084,23.8387
5114,25
5144.958333,22.9032
5174.958333,25.5333
5205.958333,24.1935
5236.958333,22.2258
5264.958333,24.7857
5296,22.7742
5326,22.8333
5357,22.5161
5387,18.8
5418,9.48387
5449,24.8065
5479,22.3
5509.958333,20.9355
5539.958333,22.3333
5570.958333,22.7419
5601.958333,21.4839
5629.958333,21.8571
5661,21.6774
5691,21.6
5722,19.7097
5752,17.9333
5783,16.4516
5814,21.3226
5844,20.3333
5874.958333,20.1613
5904.958333,21.4
5935.958333,17.5484
5966.958333,17.4516
5995.958333,20.5517
6027,20
6057,14.3
6088,16.1935
6118,18.8
6149,14.2581
6180,17.7419
6210,14.5667
6240.958333,18.2581
6270.958333,17.7
6301.958333,18.7742
6332.958333,17.7419
6360.958333,15.2143
6392,18
6422,19
6453,13.5484
6483,15.6
6514,12.9355
6545,13.7742
6575,15.0667
6605.958333,15.5161
6635.958333,15.9
6666.958333,10
6697.958333,20.871
6725.958333,17.3929
6757,16.4516
6787,16.5667
6818,17
6848,11.6
6879,14.0645
6910,13.8387
6940,12.3667
6970.958333,13.0645
7000.958333,14.1
7031.958333,15.0968
7062.958333,16.2903
7090.958333,15.8214
7122,15.8065
7152,16.0333
7183,16.7419
7213,12.7333
7244,14.5806
7275,12.5806
7305,14.2
7335.958333,14.9355
7365.958333,14.1
7396.958333,13.8065
7427.958333,14.5161
7456.958333,15.069
7488,14.4516
7518,14.8333
7549,14.6452
7579,13.7
7610,14.5161
7641,14.1935
7671,12.8333
7701.958333,14.7419
7731.958333,13.0667
7762.958333,13.5161
7793.958333,13.129
7821.958333,13.0357
7853,13.3548
7883,13.2667
7914,12.6129
7944,14.5
7975,11.4839
8006,13.8065
