time,rate
0,0
30,30.0667
61,24.7419
92,18.4516
122,32.7
152.9583333,25.9355
182.9583333,19.5333
213.9583333,196
244.9583333,174.903
272.9583333,131.143
304,99.4194
334,88.9
365,124.258
395,131.233
426,166.065
457,179.355
487,169.8
517.9583333,193.903
547.9583333,181.467
578.9583333,217.226
609.9583333,247.129
638.9583333,367.621
670,267.645
700,275.667
731,343.323
761,395.133
792,316.194
823,289.226
853,237.5
883.9583333,296.903
913.9583333,294.767
944.9583333,308.032
975.9583333,464.871
1003.958333,410.464
1035,429.387
1065,546.1
1096,585.194
1126,692.2
1157,560.355
1188,555.677
1218,595.167
1248.958333,1066.16
1278.958333,1308.23
1309.958333,1291.06
1340.958333,1102.81
1368.958333,1341.25
1400,1544.03
1430,1658
1461,1485.52
1491,1276
1522,1044.9
1553,1244.29
1583,1762.43
1613.958333,2271.48
1643.958333,1995.87
1674.958333,1813.29
1705.958333,1687.32
1733.958333,1589.79
1765,1487.71
1795,1292.13
1826,1222.06
1856,2307.6
1887,2000.26
1918,1756.81
1948,1595.9
1978.958333,1505.58
2008.958333,1433.8
2039.958333,1384.68
2070.958333,1266.06
2099.958333,1200.72
2131,1122.81
2161,1067.97
2192,1052.68
2222,997.9
2253,915.323
2284,887.581
2314,860.133
2344.958333,864.613
2374.958333,841.3
2405.958333,827.581
2436.958333,790.548
2464.958333,761.393
2496,737.194
2526,699.133
2557,689.387
2587,655.033
2618,619.581
2649,629.742
2679,607.867
2709.958333,606.548
2739.958333,596.533
2770.958333,600.484
