time,rate
0,0
28,50.2857
59.04166667,60.4839
89.04166667,34.9333
120.0416667,25.5484
150.0416667,26.1333
181.0416667,15.3548
212.0416667,12.4194
242.0416667,10.8667
273,11.129
303,44.4667
334,40.3871
365,34.6129
393,30.5714
424.0416667,21.6452
454.0416667,19.5667
485.0416667,19.9677
515.0416667,20.1667
546.0416667,19.4839
577.0416667,19.2903
607.0416667,24.6
638,18.6774
668,26.3
699,42.7742
730,39.2258
758,30.6071
789.0416667,26.1935
819.0416667,24.4667
850.0416667,23.8387
880.0416667,21.5
911.0416667,20.9677
942.0416667,23.0645
972.0416667,20.1
1003,18.7097
1033,24.1667
1064,7.12903
1095,11.1613
1124,10.931
1155.041667,14.9355
1185.041667,13.1
1216.041667,11.6452
1246.041667,16.3333
1277.041667,19.4194
1308.041667,20.0645
1338.041667,18.7333
1369,20.3226
1399,13.8667
1430,16.9677
1461,15.0968
1489,1
1520.041667,15.9032
1550.041667,13.0667
1581.041667,10
1611.041667,5.6
1642.041667,16.9032
1673.041667,15.9355
1703.041667,22.1667
1734,24.3871
1764,26.1667
1795,30.1935
1826,31.3871
1854,15.25
1885.041667,14.7419
1915.041667,10.0333
1946.041667,12.4194
1976.041667,24.7
2007.041667,12.0323
2038.041667,11.2581
2068.041667,14.4
2099,9.93548
2129,5.1
2160,21.8065
2191,11.3871
2219,12.5714
2250.041667,8.22581
2280.041667,12.3
2311.041667,9.48387
2341.041667,2
2372.041667,2.6129
2403.041667,2.22581
2433.041667,3.16667
2464,3
2494,3.2
2525,3.19355
2556,2.54839
2585,0.172414
2616.041667,4.64516
2646.041667,3.3
2677.041667,2.54839
2707.041667,3.1
2738.041667,9.67742
2769.041667,3.25806
2799.041667,2.23333
2830,5.67742
2860,3.33333
2891,2.12903
2922,3.3871
2950,5.46429
2981.041667,2.06452
3011.041667,3.4
3042.041667,1.93548
3072.041667,1.9
3103.041667,0.451613
3134.041667,2.09677
3164.041667,1.7
3195,3.41936
3225,1.4
3256,4.41936
3287,2
3315,4.53571
3346.041667,2.3871
3376.041667,2.2
3407.041667,0.741936
3437.041667,0.866667
3468.041667,0.032258
3499.041667,3
3529.041667,2.33333
3560,4.74194
3590,3.63333
3621,2.96774
3652,2.16129
3680,2.78571
3711.041667,12.0323
3741.041667,7.93333
3772.041667,9.25806
3802.041667,6.23333
3833.041667,8.80645
3864.041667,5.87097
3894.041667,5
3925,5.19355
3955,9.26667
3986,11.129
4017,9.22581
4046,6.82759
4077.041667,4.58064
4107.041667,4.83333
4138.041667,4.12903
4168.041667,3.76667
4199.041667,4.19355
4230.041667,0.387097
4260.041667,0.166667
4291,3.19355
4321,6.63333
4352,6.6129
4383,4.51613
4411,5
4442.041667,6.25806
4472.041667,2.43333
4503.041667,4.16129
4533.041667,4.3
4564.041667,2.19355
4595.041667,3.09677
4625.041667,3.1
4656,3.41936
4686,2.93333
4717,2.51613
4748,2.32258
4776,0.892857
4807.041667,3.6129
4837.041667,3.4
4868.041667,2.12903
4898.041667,2.1
4929.041667,1.6129
4960.041667,1.16129
4990.041667,0.733333
5021,2.51613
5051,2.1
5082,7.58064
5113,0.967742
5141,1.14286
5172.041667,2.16129
5202.041667,0
5233.041667,2.93548
5263.041667,2.96667
5294.041667,2.51613
5325.041667,0.677419
5355.041667,1.8
5386,0.935484
5416,0.7
5447,0.903226
5478,1.41936
5507,2.31034
5538.041667,2.64516
5568.041667,2.23333
5599.041667,2.03226
5629.041667,2.56667
5660.041667,1.87097
5691.041667,2
5721.041667,1.86667
5752,2.06452
5782,2.3
5813,2.51613
5844,2.45161
5872,2.42857
5903.041667,2.32258
5933.041667,1.5
5964.041667,0.774194
5994.041667,0
6025.041667,0.548387
6056.041667,1.06452
6086.041667,1.26667
6117,1.19355
6147,1.2
6178,1.03226
6209,1.74194
6237,2.21429
6268.041667,2.06452
6298.041667,2.16667
6329.041667,2
6359.041667,0.166667
6390.041667,40.3226
6421.041667,110.355
6451.041667,44.4667
6482,61.5806
6512,40.9333
6543,52.0645
6574,36.3871
6602,47.1071
6633.041667,34.7419
6663.041667,29.8
6694.041667,27.2581
6724.041667,23.9667
6755.041667,25.5161
6786.041667,19.0968
6816.041667,16.9
6847,23.9032
6877,24.7333
6908,22.4516
6939,21.0968
6968,19.7241
6999.041667,17.3871
7029.041667,20.2
7060.041667,20.0968
7090.041667,18.3333
7121.041667,15.3871
7152.041667,15.2258
7182.041667,16.2333
7213,16.1935
7243,16.9333
7274,11.871
7305,11.0323
7333,16.0357
7364.041667,16.4194
7394.041667,12.6
7425.041667,58.8387
7455.041667,49.9333
7486.041667,28.0968
7517.041667,20.9355
7547.041667,32.5667
7578,23.9032
7608,25.6
7639,22.5806
