time,rate
0,0
31,1773.03
62,1759.19
92,1680.67
122.9583333,1595.52
152.9583333,1762.03
183.9583333,2082
214.9583333,2186.26
243.9583333,2026.86
275,1991.23
305,1982.93
336,1913.77
366,1876.53
397,1852.65
428,1909.55
458,1832.67
488.9583333,2007.97
518.9583333,1874.4
549.9583333,1941.45
580.9583333,2240.74
608.9583333,2314.75
640,2457.55
670,2571.47
701,2637.45
731,2652.33
762,2527.1
793,2660.48
823,2684
853.9583333,2717.16
883.9583333,2841.33
914.9583333,3006.1
945.9583333,2919.23
973.9583333,3060.36
1005,3077.9
1035,3119.13
1066,3034.87
1096,3051.47
1127,2944.26
1158,3037.97
1188,3090.4
1218.958333,3190.35
1248.958333,3123.6
1279.958333,3441.58
1310.958333,3222.65
1338.958333,3374.11
1370,3353.61
1400,3351.77
1431,3420.32
1461,3463.97
1492,3411.9
1523,3533.58
1553,3714.17
1583.958333,3660.68
1613.958333,3571.53
1644.958333,3562.9
1675.958333,3347
1704.958333,3626.38
1736,3569.97
1766,3566.93
1797,3579
1827,3514.4
1858,3491.97
1889,3416.87
1919,3423.6
1949.958333,3435.29
1979.958333,3510.83
2010.958333,3196.32
2041.958333,3104.52
2069.958333,3536.79
2101,3543.29
2131,3566.8
2162,3499.52
2192,3330.07
2223,3213.13
2254,3251.94
2284,3257.63
2314.958333,3222.52
2344.958333,3184.27
2375.958333,3019.19
2406.958333,2847.81
2434.958333,3135.5
2466,3338.1
2496,3179.13
2527,3150.45
2557,3151.37
2588,3135.58
2619,3047.19
2649,3094.73
2679.958333,2972.06
2709.958333,2950.47
2740.958333,3006.84
2771.958333,2902.58
2799.958333,2973.39
2831,2981.26
2861,3052.73
2892,2915.32
2922,2818.97
2953,2860.52
2984,2982.94
3014,2854.77
3044.958333,2819.94
3074.958333,2755
3105.958333,2703.45
3136.958333,2616.68
3165.958333,2778.14
3197,2700.35
3227,2769.97
3258,2617.19
3288,2616.73
3319,2528.77
3350,2558.84
3380,2556.53
3410.958333,2520.32
3440.958333,2355.03
3471.958333,2408.55
3502.958333,2214.52
3530.958333,2517.14
3562,2537.32
3592,2577.6
3623,2496.97
3653,2434.67
3684,2421.84
3715,2412.13
3745,2346
3775.958333,2284
3805.958333,2319.7
3836.958333,2249.58
3867.958333,1870.03
3895.958333,2238.68
3927,2340.52
3957,2291.73
3988,2218.71
4018,2124.27
4049,2088.19
4080,2019.9
4110,2094.43
4140.958333,2070.23
4170.958333,2040
4201.958333,1772.77
4232.958333,1472.58
4260.958333,1918.93
4292,2025.68
4322,1963.63
4353,1900.58
4383,1840.7
4414,1813.58
4445,1806.03
4475,1764.47
4505.958333,1716.87
4535.958333,1652.97
4566.958333,1600.77
4597.958333,1490.48
4626.958333,1444.14
4658,1758.06
4688,1531.03
4719,1731.19
4749,1626.3
4780,1599.03
4811,1587.06
4841,1646.83
4871.958333,1660.23
4901.958333,1371.5
4932.958333,1493.97
4963.958333,1375.55
4991.958333,1378.29
5023,1629.9
5053,1623.97
5084,1602.48
5114,1588.47
5145,1460.77
5176,1474.39
5206,1543.4
5236.958333,1598.55
5266.958333,1564.53
5297.958333,1377.39
5328.958333,1073.87
5356.958333,1283.82
5388,1519.97
5418,1503.17
5449,1447.29
5479,1457.4
5510,1435.23
5541,1426.13
5571,1514.5
5601.958333,1655.13
5631.958333,1783.83
5662.958333,1641.03
5693.958333,1615.55
5721.958333,1737.71
5753,1792.9
5783,1678.07
5814,1707.03
5844,1844
5875,1914.06
5906,1759.35
5936,1735.8
5966.958333,1670.19
5996.958333,1685.47
6027.958333,903.903
6058.958333,1222.23
6087.958333,1781.9
6119,1690.61
6149,1674.3
6180,1823.55
6210,1812.27
6241,1809.52
6272,1767.13
6302,1649.13
6332.958333,1650.32
6362.958333,1627.97
6393.958333,1674.55
6424.958333,1349.29
6452.958333,1497.75
6484,1724.45
6514,1537.33
6545,1582.84
6575,1477.27
6606,1501.52
6637,1514.45
6667,1476.87
6697.958333,1540.74
6727.958333,1501.67
6758.958333,1305.61
6789.958333,1474.9
6817.958333,1386.11
6849,1435.87
6879,1332.07
6910,1330.77
6940,1247.53
6971,1226.58
7002,1213
7032,1253.2
7062.958333,1193.32
7092.958333,1140.73
7123.958333,1148.55
7154.958333,1118.61
7182.958333,1086.29
7214,1185.42
