time,rate
0,0
30.95833333,3.74194
60.95833333,87.4
91.95833333,92.1936
122.9583333,69.2258
150.9583333,65.1429
182,63.4194
212,55.2
243,40.6452
273,35.2
304,51.8387
335,71.7419
365,83.1667
395.9583333,71.4516
425.9583333,62.2
456.9583333,63
487.9583333,47.5161
516.9583333,49.9655
548,48.129
578,45.3667
609,41.129
639,36.7667
670,36.9032
701,29.5806
731,33.1
761.9583333,49.5161
791.9583333,48.4667
822.9583333,49.0968
853.9583333,41.5484
881.9583333,48.4286
913,43.1613
943,38.1
974,30.8065
1004,34.7
1035,32.6774
1066,22.871
1096,33.8667
1126.958333,36.8387
1156.958333,36.4
1187.958333,35.2581
1218.958333,35.7742
1246.958333,35.75
1278,35.0968
1308,36.2
1339,32.1935
1369,26.8
1400,23.9355
1431,26.1935
1461,27.7
1491.958333,24.6452
1521.958333,26.5
1552.958333,25.0323
1583.958333,25.7097
1611.958333,20.2143
1643,23.3548
1673,22.9333
1704,24.6452
1734,22.4
1765,22.4516
1796,20.0968
1826,22.3
1856.958333,18.0323
1886.958333,16.9667
1917.958333,16.6129
1948.958333,17
1977.958333,18.4138
2009,18.6774
2039,17.8667
2070,17.0968
2100,15.5667
2131,13.871
2162,13.3226
2192,16.9333
2222.958333,15.7419
2252.958333,18.5333
2283.958333,16.2581
2314.958333,18.2581
2342.958333,17.9286
2374,15.8065
2404,15.7333
2435,15.4516
2465,18.3667
2496,29.0968
2527,24.1935
2557,24.8333
2587.958333,25.0323
2617.958333,17.6
2648.958333,22.9677
2679.958333,16.4516
2707.958333,17.25
2739,11.8387
2769,116.6
2800,586.484
2830,1307.43
2861,1462.81
2892,1377.71
2922,800.167
2952.958333,915.323
2982.958333,563.633
3013.958333,506.613
3044.958333,626.419
3072.958333,342.036
3104,451.387
3134,442.133
3165,315.258
3195,361.867
3226,361.968
3257,365.387
3287,282.067
3317.958333,390.516
3347.958333,419.733
3378.958333,342.548
3409.958333,298.806
3438.958333,393.103
3470,221.839
3500,218.167
3531,320.839
3561,309.467
3592,202.645
3623,238.065
3653,258.767
3683.958333,170.516
3713.958333,207.6
3744.958333,233.452
3775.958333,231.613
3803.958333,183.429
3835,224.258
3865,196.8
3896,267.742
3926,190.767
3957,176.484
3988,236.613
4018,184.1
4048.958333,140.677
4078.958333,151.867
4109.958333,213.806
