time,rate
0,0
31,115.581
62,123.161
92,118.3
122.9583333,51.3226
152.9583333,102.667
183.9583333,109.71
214.9583333,152.871
243.9583333,163.241
275,137.742
305,133.567
336,127.323
366,116.933
397,112.323
428,91
458,115.4
488.9583333,129.29
518.9583333,120.133
549.9583333,114.452
580.9583333,121.258
608.9583333,121.393
640,113.742
670,111.633
701,110.258
731,105.967
762,116.613
793,115.774
823,98.2667
853.9583333,96.5806
883.9583333,98.7
914.9583333,102.419
945.9583333,109.839
973.9583333,111.75
1005,100.903
1035,102.033
1066,120.484
1096,119.733
1127,106.935
1158,115.097
1188,119.467
1218.958333,95.5161
1248.958333,135.833
1279.958333,165
1310.958333,150.581
1338.958333,177.143
1370,195.548
1400,212.367
1431,211.419
1461,216.633
1492,181.71
1523,223.065
1553,220.333
1583.958333,215.065
1613.958333,203.8
1644.958333,194.419
1675.958333,203.452
1704.958333,204.483
1736,200.355
1766,231.167
1797,236.839
1827,229.6
1858,220.452
1889,170.71
1919,119.133
1949.958333,226.806
1979.958333,178.767
2010.958333,244.032
2041.958333,211.194
2069.958333,220.857
2101,214.129
2131,190.667
2162,189.742
2192,232.567
2223,211.355
2254,191.774
2284,199.667
2314.958333,194.871
2344.958333,192.867
2375.958333,210.097
2406.958333,166.419
2434.958333,183.607
2466,235.839
2496,221.333
2527,214.484
2557,224.067
2588,222.29
2619,238.516
2649,227.9
2679.958333,227.032
2709.958333,218.567
2740.958333,180.871
2771.958333,161.129
2799.958333,216.714
2831,234.355
2861,221.767
2892,233.032
2922,228.033
2953,214.871
2984,231.355
3014,256.033
3044.958333,249.323
3074.958333,279.267
3105.958333,184.226
3136.958333,211.065
3165.958333,226.483
3197,247.452
3227,218.467
3258,251.161
3288,253.667
3319,259.419
3350,271.032
3380,271.333
3410.958333,274.903
3440.958333,258.233
3471.958333,261.258
3502.958333,240.581
3530.958333,171.857
3562,246.677
3592,258.867
3623,247.742
3653,251.2
3684,277.065
3715,228.226
3745,248.133
3775.958333,245.677
3805.958333,263.767
3836.958333,227.419
3867.958333,239.387
3895.958333,258.929
3927,271.323
3957,310.967
3988,323.452
4018,307.367
4049,288.097
4080,269
4110,291.8
4140.958333,287.452
4170.958333,286.133
4201.958333,213.226
4232.958333,252.226
4260.958333,252.036
4292,297
4322,288.133
4353,309.097
4383,322.267
4414,299.355
4445,301.194
4475,315.967
4505.958333,306.258
4535.958333,317.9
4566.958333,269.419
4597.958333,291.581
4626.958333,299.345
4658,332.323
4688,321.033
4719,315.226
4749,314.5
4780,285.323
4811,312.71
4841,324.967
4871.958333,316.387
4901.958333,318.933
4932.958333,305.484
4963.958333,295.29
4991.958333,308.536
5023,306.871
5053,305.967
5084,289.387
5114,305.033
5145,297.645
5176,272.71
5206,284.767
5236.958333,305.581
5266.958333,308.833
5297.958333,303.774
5328.958333,327.387
5356.958333,303.143
5388,311.774
5418,331.533
5449,321.839
5479,333.533
5510,326.032
5541,326.355
5571,318.2
5601.958333,330.935
5631.958333,318.233
5662.958333,334.516
5693.958333,336.806
5721.958333,334.464
5753,325.516
5783,343.7
5814,329.452
5844,325.733
5875,324.484
5906,316.742
5936,319.3
5966.958333,314.097
5996.958333,317.333
6027.958333,303.129
6058.958333,301.065
6087.958333,327
6119,316.129
6149,302.533
6180,288.226
6210,296.433
6241,299.613
6272,301.419
6302,293.367
6332.958333,285.968
6362.958333,285.4
6393.958333,287.645
6424.958333,293.548
6452.958333,292.286
6484,295.065
6514,287.467
6545,280.097
6575,281.733
6606,281.161
6637,278.774
6667,274.233
6697.958333,290.774
6727.958333,280.967
6758.958333,274.226
6789.958333,284.065
6817.958333,281.036
6849,274.839
6879,284.933
6910,275.065
6940,253.767
6971,264.29
7002,264.968
7032,273.333
7062.958333,265.677
7092.958333,253.533
7123.958333,237.71
7154.958333,274.935
7182.958333,277.107
7214,258.387
7244,268.133
7275,252.194
7305,252.133
7336,248.645
7367,240.097
7397,233.467
7427.958333,240.323
7457.958333,237.267
7488.958333,231.323
7519.958333,214.226
7548.958333,236.897
7580,229.032
7610,228.133
