time,rate
0,0
31,743.161
59,799.286
90.04166667,592.484
120.0416667,563.9
151.0416667,556.065
181.0416667,536.733
212.0416667,584.581
243.0416667,778.226
273.0416667,772.1
304,734.161
334,746.9
365,789.839
396,760.936
424,838.143
455.0416667,827.032
485.0416667,791.933
516.0416667,826.452
546.0416667,721.4
577.0416667,640.903
608.0416667,636.581
638.0416667,653.2
669,639.839
699,656.833
730,701.065
761,700.742
790,768.035
821.0416667,723.129
851.0416667,691.1
882.0416667,638.613
912.0416667,616.367
943.0416667,688.839
974.0416667,699.774
1004.041667,739.933
1035,794.484
1065,816.6
1096,816.355
1127,830.323
1155,850.643
1186.041667,907.742
1216.041667,870.1
1247.041667,798.258
1277.041667,831.4
1308.041667,796.452
1339.041667,759.548
1369.041667,831.967
1400,844.323
1430,863.867
1461,885.516
1492,896.645
1520,890.964
1551.041667,845.677
1581.041667,856.867
1612.041667,845.774
1642.041667,864.4
1673.041667,852.774
1704.041667,835.29
1734.041667,877.6
1765,847.161
1795,863.8
1826,856.806
1857,860.129
1885,889.893
1916.041667,891.226
1946.041667,886.5
1977.041667,881.258
2007.041667,885.833
2038.041667,902.871
2069.041667,898
2099.041667,892.933
2130,883.806
2160,886.067
2191,889.516
2222,898.516
2251,896.793
2282.041667,908.29
2312.041667,898.733
2343.041667,903.323
2373.041667,889.933
2404.041667,867.71
2435.041667,1074.71
2465.041667,1089.3
2496,994.129
2526,1006.5
2557,1003.42
2588,1021.65
2616,1056.57
2647.041667,1049.71
2677.041667,1025.07
2708.041667,1004.23
2738.041667,1005.97
2769.041667,938.71
2800.041667,901.806
2830.041667,922.7
2861,925.548
2891,956.733
2922,908.452
2953,956
2981,905.929
3012.041667,955.032
3042.041667,890
3073.041667,925.226
3103.041667,889.667
3134.041667,835.194
3165.041667,785
3195.041667,814.467
3226,757.936
3256,811.733
3287,800.484
3318,863.871
3346,791.464
3377.041667,786.032
3407.041667,762.367
3438.041667,793.903
3468.041667,803.467
3499.041667,812.097
3530.041667,955.161
3560.041667,1163.43
3591,1146.65
3621,1114.63
3652,979.29
3683,1432.71
3712,1517.07
3743.041667,1604.74
3773.041667,1574
3804.041667,1570.77
3834.041667,1623.03
3865.041667,1633.29
3896.041667,1494.74
3926.041667,1607.33
3957,1553.35
3987,1671.5
4018,1507.81
4049,1521.9
4077,1408.11
4108.041667,1429
4138.041667,1362.43
4169.041667,1313.45
4199.041667,1307.67
4230.041667,1264.29
4261.041667,1278.23
4291.041667,1326.93
4322,1376.55
4352,1440.97
4383,1450.81
4414,1523.06
4442,1635.14
4473.041667,1703.87
4503.041667,1730.5
4534.041667,1769.61
4564.041667,1753.83
4595.041667,1796.03
4626.041667,1838.26
4656.041667,1910.4
4687,1927.74
4717,1979.47
4748,2027.68
4779,2255.81
4807,2257
4838.041667,2318.84
4868.041667,2303.6
4899.041667,2340.55
4929.041667,2327.53
4960.041667,2329
4991.041667,2351.77
5021.041667,2391.03
5052,2430.77
5082,2392.67
5113,2390.74
5144,2438.65
5173,2472.17
5204.041667,2481.48
5234.041667,2562.5
5265.041667,2524.03
5295.041667,2662.67
5326.041667,2749.55
5357.041667,2754.65
5387.041667,2785.47
5418,3026.65
5448,3113.97
5479,3162.52
5510,3079.94
5538,3129
5569.041667,3200.9
5599.041667,3233.17
5630.041667,3236.29
5660.041667,3251.27
5691.041667,3247.19
5722.041667,3329.9
5752.041667,3314.07
5783,3379.16
5813,3446.53
5844,3267.16
5875,3355.13
5903,3395.96
5934.041667,3389.94
5964.041667,3341.47
5995.041667,3320.1
6025.041667,3361.47
6056.041667,3293.55
6087.041667,3286.42
6117.041667,3236.3
6148,3146.9
6178,3138.97
6209,3294.71
6240,3276.9
6268,3251.07
6299.041667,3278.42
6329.041667,3237
6360.041667,3183.58
6390.041667,3117.63
6421.041667,3037.77
6452.041667,2894
6482.041667,2832.23
6513,2781.65
6543,2754.2
6574,2611.52
6605,2686.58
6634,2702.9
6665.041667,2680.9
6695.041667,2665.73
6726.041667,2654.84
6756.041667,2667.07
6787.041667,2627.35
6818.041667,2541.42
6848.041667,2670.7
6879,2612.16
6909,2512.5
6940,2463.94
6971,2437.77
6999,2407.04
7030.041667,2384.42
7060.041667,2399.1
7091.041667,2509.61
7121.041667,2562.97
7152.041667,2843.06
7183.041667,2989.87
7213.041667,2917.1
7244,2830.52
7274,2734.8
7305,2695.65
7336,2639.65
7364,2604.64
7395.041667,2560.58
7425.041667,2533.33
7456.041667,2475.84
7486.041667,2458.43
7517.041667,2423.65
7548.041667,2411.19
7578.041667,2407.17
7609,2382.81
7639,2451
7670,2406.19
7701,2427.23
7729,2479.61
7760.041667,2548.58
7790.041667,2445.6
7821.041667,2401.06
7851.041667,2380.53
7882.041667,2369.19
7913.041667,2372.87
7943.041667,2381.77
7974,2308.35
8004,2303.53
8035,2248.55
8066,2081.26
8095,1936.45
8126.041667,1917.71
8156.041667,1887.4
8187.041667,1859.61
8217.041667,1834.93
8248.041667,1809.1
8279.041667,1828.39
8309.041667,1773.63
8340,1749.39
8370,1731.33
8401,1719.06
8432,1773.52
8460,1799.54
8491.041667,1898.87
8521.041667,1894.27
8552.041667,1923.48
8582.041667,1970
8613.041667,1943.32
8644.041667,1907.26
8674.041667,1954.67
8705,1948.52
8735,1946.23
8766,1923.13
8797,1862.48
8825,1896.79
8856.041667,1750.42
8886.041667,1790.67
8917.041667,1766.81
