time,rate
0,0
31,361.129
59,367.214
90.04166667,309.484
120.0416667,269.367
151.0416667,290.355
181.0416667,294.2
212.0416667,309.968
243.0416667,344.581
273.0416667,374.3
304,346.548
334,350.567
365,365.29
396,609.323
424,613.036
455.0416667,548.452
485.0416667,410.5
516.0416667,503.613
546.0416667,560.933
577.0416667,485.71
608.0416667,516.194
638.0416667,571.533
669,590.419
699,621.4
730,664.032
761,698.903
790,754.517
821.0416667,562.936
851.0416667,538.467
882.0416667,588.71
912.0416667,613.533
943.0416667,659.065
974.0416667,635.645
1004.041667,707.567
1035,692.677
1065,729.767
1096,769.387
1127,769.226
1155,760.107
1186.041667,828.452
1216.041667,787.9
1247.041667,711.452
1277.041667,726.9
1308.041667,711.548
1339.041667,711.258
1369.041667,720.767
1400,716.161
1430,771.233
1461,840.419
1492,495.484
1520,527.036
1551.041667,640.903
1581.041667,761.833
1612.041667,854.161
1642.041667,891.733
1673.041667,958.452
1704.041667,1067.39
1734.041667,1160.13
1765,1157.9
1795,1282.9
1826,1208.68
1857,2271.16
1885,2058.21
1916.041667,2098.26
1946.041667,2391.47
1977.041667,2466.58
2007.041667,2370.1
2038.041667,2358.97
2069.041667,2296.35
2099.041667,2242.5
2130,2177.65
2160,2115.5
2191,2130.48
2222,2155.52
2251,2236.66
2282.041667,2290.9
2312.041667,2150.53
2343.041667,2017.61
2373.041667,2048.13
2404.041667,2024.45
2435.041667,1971.29
2465.041667,2084.13
2496,2191.16
2526,2222.47
2557,2336.9
2588,1220.61
2616,1251.14
2647.041667,1344.03
2677.041667,1300.93
2708.041667,1288.19
2738.041667,1727.3
2769.041667,1816.03
2800.041667,1834.55
2830.041667,1853.67
2861,1951.1
2891,2012.33
2922,2045.26
2953,1971.03
2981,1969.21
3012.041667,2108.58
3042.041667,2047.87
3073.041667,2078.74
3103.041667,1951.67
3134.041667,1937.58
3165.041667,1964.23
3195.041667,1919.13
3226,1809.32
3256,1698.43
3287,1617.97
3318,1750.81
3346,1774.04
3377.041667,1785.06
3407.041667,1872.3
3438.041667,1854
3468.041667,1886.4
3499.041667,1850.68
3530.041667,1929.81
3560.041667,1929.8
3591,1942.77
3621,1987.9
3652,2081.06
3683,1973.42
3712,2018.45
3743.041667,1995.06
3773.041667,2058.23
3804.041667,2147.58
3834.041667,1984.3
3865.041667,1979.42
3896.041667,2046.29
3926.041667,2010.2
3957,1980.71
3987,2002.4
4018,2122.06
4049,2165.58
4077,2216.07
4108.041667,2211.87
4138.041667,2279.5
4169.041667,2329.84
4199.041667,2287.53
4230.041667,2210.61
4261.041667,2437.1
4291.041667,2363.03
4322,2475.35
4352,2339.03
4383,2302.1
4414,2387.97
4442,2426.75
4473.041667,2424.61
4503.041667,2352.1
4534.041667,2416.03
4564.041667,2460.13
4595.041667,2361.23
4626.041667,2349
4656.041667,2395.63
4687,2354.35
4717,2351.07
4748,2370.03
4779,2359.94
4807,2316.57
4838.041667,2351.13
4868.041667,2331.5
4899.041667,2322.61
4929.041667,2254.37
4960.041667,2292.16
4991.041667,2174.35
5021.041667,2207.57
5052,2152.29
5082,2134.63
5113,1875.74
5144,1862.26
5173,1922.1
5204.041667,1972.81
5234.041667,1966.93
5265.041667,2019.39
5295.041667,2100.73
5326.041667,2115.58
5357.041667,2181.1
5387.041667,2199.7
5418,2158.71
5448,2145.17
5479,2164.1
5510,2185.32
5538,2199.21
5569.041667,2191.42
5599.041667,2170.8
5630.041667,2212.16
5660.041667,2154.67
5691.041667,2153.06
5722.041667,2209.94
5752.041667,2182.13
5783,2228.84
5813,2310.73
5844,2290.77
5875,2341.03
5903,2339.54
5934.041667,2315.06
5964.041667,2367.47
5995.041667,2394.16
6025.041667,2371.63
6056.041667,2367.39
6087.041667,2362.65
6117.041667,2221.27
6148,2328.03
6178,2241.57
6209,2340.19
6240,2295.94
6268,2292.82
6299.041667,2290.16
6329.041667,2370.27
6360.041667,2327.74
6390.041667,2304.3
6421.041667,2257.45
6452.041667,2232.29
6482.041667,2234.73
6513,2161.61
6543,2198.93
6574,2204
6605,2304.26
6634,2401.9
6665.041667,2519.03
6695.041667,2517.93
6726.041667,2782.06
6756.041667,2808.17
6787.041667,2870.55
6818.041667,2841.16
6848.041667,2968.13
6879,3144.81
6909,3067.77
6940,2992.87
6971,2889.45
6999,2902.61
7030.041667,2925.55
7060.041667,2940.1
7091.041667,3006.03
7121.041667,2948.83
7152.041667,2933.58
7183.041667,2780.77
7213.041667,2811.67
7244,2812.84
7274,2666.87
7305,2529.35
7336,2639.74
7364,2551.54
7395.041667,2527.55
7425.041667,2549.77
7456.041667,2419.77
7486.041667,2468.73
7517.041667,2398.35
7548.041667,2332.48
7578.041667,2232.03
7609,2287.06
7639,2448.27
7670,2426.84
7701,2369.1
7729,2497.04
7760.041667,2590.23
7790.041667,2735.7
7821.041667,2736.71
7851.041667,2571.53
7882.041667,2552.03
7913.041667,2390.61
7943.041667,2663.67
7974,2550.06
8004,2706.1
8035,2675.65
8066,2635.48
8095,2565.38
8126.041667,2500.9
8156.041667,2528.47
8187.041667,2422.35
8217.041667,2505.3
8248.041667,2482.42
8279.041667,2455.26
8309.041667,2572.43
8340,2487.03
8370,2446.1
8401,2377.06
8432,2376.77
8460,2409.07
8491.041667,2352.32
8521.041667,2288.5
8552.041667,2284.35
8582.041667,2278.67
8613.041667,2230.71
8644.041667,2214.45
8674.041667,2280.6
8705,2250.35
8735,2189.77
8766,2199.35
8797,2133.39
8825,2098.71
8856.041667,2135.26
8886.041667,2117.77
8917.041667,2061.39
8947.041667,2093.47
8978.041667,2055.35
9009.041667,2072.1
9039.041667,2057.73
9070,2076.61
9100,2012.13
9131,1985.52
9162,1886.35
9190,2003.21
9221.041667,2001.29
9251.041667,2024.8
9282.041667,2072.58
9312.041667,1984.5
9343.041667,2016.61
9374.041667,2085.81
9404.041667,2194.97
9435,2031.58
9465,1970.8
9496,2009.81
9527,2135.19
9556,2191.59
9587.041667,2244.87
9617.041667,2223.27
9648.041667,2128.32
9678.041667,2112.37
9709.041667,2005.61
9740.041667,2053.65
9770.041667,2061.53
9801,2051.16
9831,2056.67
9862,1893.19
9893,1976.94
9921,1925.07
9952.041667,1951.61
9982.041667,1903.43
10013.04167,1935.55
10043.04167,1950
10074.04167,2020.77
10105.04167,1770.87
10135.04167,1862.67
10166,1842.03
10196,1818.67
10227,1833.03
10258,1833.94
10286,1782.25
10317.04167,1731
10347.04167,1678.47
10378.04167,1676.9
10408.04167,1613.8
10439.04167,1620.16
10470.04167,1626.71
10500.04167,1596.87
10531,1651.48
10561,1610.33
10592,1584.65
10623,1602.42
10651,1541.82
10682.04167,1529.23
10712.04167,1490.33
10743.04167,1535.71
10773.04167,1481.67
10804.04167,1486.61
10835.04167,1463.84
